order_id,order_date,customer_city,category,units,unit_price_inr,discount_pct,payment_method,status,revenue_inr
ORD-0289,2024-05-08,Bangalore,Electronics,2,8854.0,20,Debit Card,Delivered,14166.4
ORD-0290,2024-08-19,Bangalore,Beauty,5,436.0,30,Net Banking,Delivered,1526.0
ORD-0291,2024-12-22,Mumbai,Books,5,3592.0,15,UPI,Delivered,15266.0
ORD-0292,2024-12-16,Mumbai,Home,4,3837.0,30,UPI,Delivered,10743.6
ORD-0293,2024-08-14,Bangalore,Beauty,3,1947.0,30,Debit Card,Shipped,4088.7
ORD-0294,2024-04-10,Gurugram,Books,5,4988.0,15,Credit Card,Delivered,21199.0
ORD-0295,2024-02-08,Bangalore,Fashion,4,1720.0,20,Net Banking,Delivered,5504.0
ORD-0296,2024-10-11,Mumbai,Electronics,4,510.0,5,Credit Card,Delivered,1938.0
ORD-0297,2024-12-29,Bangalore,Electronics,3,200.0,10,Credit Card,Delivered,540.0
ORD-0298,2024-11-11,Pune,Fashion,5,600.0,20,COD,Delivered,2400.0
ORD-0299,2024-12-28,Mumbai,Home,5,3319.0,30,Credit Card,Delivered,11616.5
ORD-0300,2024-03-22,Delhi NCR,Home,5,753.0,15,Net Banking,Delivered,3200.25
ORD-0301,2024-12-05,Mumbai,Grocery,1,3242.0,0,Debit Card,Delivered,3242.0
ORD-0302,2024-09-28,Delhi NCR,Home,2,8560.0,15,UPI,Delivered,14552.0
ORD-0303,2024-11-10,Pune,Fashion,3,4094.0,20,UPI,Returned,9825.6
ORD-0304,2024-02-28,Mumbai,Fashion,3,3525.0,30,Net Banking,Cancelled,7402.5
ORD-0305,2024-07-10,Delhi NCR,Home,3,369.0,15,COD,Delivered,940.95
ORD-0306,2024-04-08,Mumbai,Home,1,2773.0,20,UPI,Delivered,2218.4
ORD-0307,2024-10-02,Hyderabad,Electronics,2,8749.0,30,UPI,Delivered,12248.6
ORD-0308,2024-02-23,Bangalore,Home,2,7805.0,10,COD,Returned,14049.0
ORD-0309,2024-01-13,Delhi NCR,Books,1,6760.0,0,Debit Card,Delivered,6760.0
ORD-0310,2024-05-08,Hyderabad,Electronics,1,798.0,0,Net Banking,Delivered,798.0
ORD-0311,2024-11-18,Mumbai,Grocery,3,3758.0,10,Debit Card,Delivered,10146.6
ORD-0312,2024-01-04,Pune,Books,4,6109.0,15,Net Banking,Delivered,20770.6
ORD-0313,2024-02-07,Mumbai,Home,5,553.0,30,UPI,Delivered,1935.5
ORD-0314,2024-08-12,Mumbai,Grocery,3,5518.0,5,UPI,Delivered,15726.3
ORD-0315,2024-07-19,Hyderabad,Fashion,2,4871.0,0,Credit Card,Delivered,9742.0
ORD-0316,2024-10-10,Hyderabad,Electronics,3,8623.0,0,UPI,Delivered,25869.0
ORD-0317,2024-10-02,Hyderabad,Electronics,1,5219.0,10,Debit Card,Delivered,4697.1
ORD-0318,2024-09-19,Bangalore,Electronics,3,2024.0,20,Credit Card,Delivered,4857.6
ORD-0319,2024-02-28,Bangalore,Books,5,7538.0,0,Net Banking,Delivered,37690.0
ORD-0320,2024-02-07,Mumbai,Books,5,4232.0,15,UPI,Delivered,17986.0
ORD-0321,2024-09-06,Mumbai,Grocery,1,1897.0,15,Credit Card,Returned,1612.45
ORD-0322,2024-02-05,Bangalore,Fashion,2,1035.0,15,COD,Delivered,1759.5
ORD-0323,2024-12-21,Hyderabad,Electronics,3,5605.0,5,Net Banking,Delivered,15974.25
ORD-0324,2024-03-27,Bangalore,Fashion,3,7298.0,10,Credit Card,Delivered,19704.6
ORD-0325,2024-03-09,Chennai,Books,4,2599.0,5,Debit Card,Delivered,9876.2
ORD-0326,2024-06-05,Delhi NCR,Home,4,4091.0,30,UPI,Delivered,11454.8
ORD-0327,2024-03-12,Hyderabad,Fashion,5,875.0,5,Debit Card,Cancelled,4156.25
ORD-0328,2024-09-16,Pune,Electronics,1,6588.0,0,Net Banking,Delivered,6588.0
ORD-0329,2024-01-19,Hyderabad,Fashion,4,6957.0,0,Net Banking,Delivered,27828.0
ORD-0330,2024-07-06,Mumbai,Fashion,4,5937.0,0,Net Banking,Cancelled,23748.0
ORD-0331,2024-09-18,Bangalore,Grocery,3,1335.0,15,Debit Card,Delivered,3404.25
ORD-0332,2024-11-10,Chennai,Electronics,1,6015.0,30,Net Banking,Delivered,4210.5
ORD-0333,2024-10-16,Pune,Electronics,4,1559.0,15,COD,Delivered,5300.6
ORD-0334,2024-04-28,Bangalore,Fashion,1,2087.0,10,Debit Card,Delivered,1878.3
ORD-0335,2024-07-03,Mumbai,Home,1,6067.0,15,COD,Delivered,5156.95
ORD-0336,2024-02-22,Chennai,Home,1,8828.0,5,Debit Card,Cancelled,8386.6
ORD-0337,2024-03-30,Mumbai,Beauty,3,5271.0,15,COD,Delivered,13441.05
ORD-0338,2024-02-09,Delhi NCR,Fashion,5,5932.0,30,COD,Delivered,20762.0
ORD-0339,2024-06-25,Delhi NCR,Home,5,3742.0,30,Net Banking,Delivered,13097.0
ORD-0340,2024-03-25,Bangalore,Electronics,5,7956.0,10,Net Banking,Returned,35802.0
ORD-0341,2024-03-21,Mumbai,Beauty,3,2022.0,0,UPI,Returned,6066.0
ORD-0342,2024-02-28,Delhi NCR,Books,2,3819.0,5,COD,Delivered,7256.1
ORD-0343,2024-07-29,Bangalore,Fashion,2,5378.0,20,UPI,Delivered,8604.8
ORD-0344,2024-11-18,Delhi NCR,Electronics,5,5392.0,0,Net Banking,Delivered,26960.0
ORD-0345,2024-09-21,Mumbai,Beauty,1,1622.0,0,Net Banking,Returned,1622.0
ORD-0346,2024-12-04,Mumbai,Electronics,1,7925.0,20,Credit Card,Delivered,6340.0
ORD-0347,2024-09-03,Bangalore,Fashion,5,8936.0,30,COD,Delivered,31276.0
ORD-0348,2024-04-03,Pune,Books,2,7182.0,30,Net Banking,Delivered,10054.8
ORD-0349,2024-08-20,Hyderabad,Beauty,2,6559.0,5,UPI,Delivered,12462.1
ORD-0350,2024-01-09,Bangalore,Home,4,3561.0,0,Net Banking,Returned,14244.0
ORD-0351,2024-02-19,Bangalore,Home,4,7465.0,15,Net Banking,Delivered,25381.0
ORD-0352,2024-09-14,Gurugram,Electronics,1,7918.0,15,UPI,Delivered,6730.3
ORD-0353,2024-01-01,Gurugram,Books,2,8133.0,15,COD,Delivered,13826.1
ORD-0354,2024-12-23,Hyderabad,Grocery,4,3428.0,0,Credit Card,Delivered,13712.0
ORD-0355,2024-12-22,Hyderabad,Electronics,4,3252.0,30,COD,Delivered,9105.6
ORD-0356,2024-02-12,Mumbai,Beauty,3,4373.0,0,Net Banking,Delivered,13119.0
ORD-0357,2024-01-04,Hyderabad,Home,3,1823.0,20,UPI,Delivered,4375.2
ORD-0358,2024-12-18,Mumbai,Grocery,1,3469.0,0,Debit Card,Delivered,3469.0
ORD-0359,2024-05-09,Mumbai,Home,2,3921.0,15,COD,Delivered,6665.7
ORD-0360,2024-07-22,Gurugram,Fashion,3,5565.0,20,COD,Delivered,13356.0
ORD-0361,2024-10-13,Hyderabad,Home,5,4420.0,5,Debit Card,Delivered,20995.0
ORD-0362,2024-07-22,Gurugram,Electronics,5,3198.0,20,UPI,Cancelled,12792.0
ORD-0363,2024-03-23,Bangalore,Fashion,2,4102.0,20,Net Banking,Delivered,6563.2
ORD-0364,2024-12-22,Chennai,Books,3,7238.0,15,UPI,Delivered,18456.9
ORD-0365,2024-02-16,Bangalore,Home,4,8686.0,0,Net Banking,Delivered,34744.0
ORD-0366,2024-07-08,Bangalore,Beauty,1,717.0,0,UPI,Cancelled,717.0
ORD-0367,2024-11-10,Pune,Home,4,8387.0,10,Debit Card,Cancelled,30193.2
ORD-0368,2024-03-30,Pune,Home,5,659.0,30,COD,Delivered,2306.5
ORD-0369,2024-09-22,Mumbai,Fashion,2,7678.0,30,UPI,Delivered,10749.2
ORD-0370,2024-11-10,Bangalore,Books,5,4715.0,0,UPI,Delivered,23575.0
ORD-0371,2024-02-14,Mumbai,Toys,2,5947.0,0,COD,Delivered,11894.0
ORD-0372,2024-09-22,Bangalore,Toys,4,3738.0,0,UPI,Delivered,14952.0
ORD-0373,2024-10-13,Hyderabad,Grocery,5,2668.0,30,Debit Card,Delivered,9338.0
ORD-0374,2024-08-20,Mumbai,Beauty,2,5516.0,0,UPI,Delivered,11032.0
ORD-0375,2024-10-13,Bangalore,Home,2,3753.0,0,Debit Card,Delivered,7506.0
ORD-0376,2024-10-02,Hyderabad,Fashion,1,7256.0,5,COD,Delivered,6893.2
ORD-0377,2024-06-22,Gurugram,Home,5,4430.0,0,COD,Delivered,22150.0
ORD-0378,2024-02-04,Mumbai,Beauty,1,4415.0,5,Credit Card,Returned,4194.25
ORD-0379,2024-06-29,Delhi NCR,Home,2,7231.0,10,UPI,Cancelled,13015.8
ORD-0380,2024-07-23,Chennai,Toys,3,2347.0,0,Debit Card,Delivered,7041.0
ORD-0381,2024-06-09,Mumbai,Fashion,5,8393.0,10,Net Banking,Delivered,37768.5
ORD-0382,2024-04-07,Delhi NCR,Toys,2,8532.0,20,Credit Card,Delivered,13651.2
ORD-0383,2024-04-27,Bangalore,Fashion,2,7874.0,0,Net Banking,Delivered,15748.0
ORD-0384,2024-02-10,Chennai,Books,2,7044.0,0,COD,Returned,14088.0
ORD-0385,2024-01-22,Delhi NCR,Grocery,1,6914.0,15,Net Banking,Delivered,5876.9
ORD-0386,2024-05-20,Delhi NCR,Fashion,4,8098.0,15,Net Banking,Delivered,27533.2
ORD-0387,2024-03-06,Bangalore,Home,4,2116.0,15,COD,Delivered,7194.4
ORD-0388,2024-07-20,Chennai,Toys,5,438.0,5,Credit Card,Delivered,2080.5
ORD-0389,2024-06-10,Chennai,Electronics,1,6329.0,10,UPI,Returned,5696.1
ORD-0390,2024-06-15,Mumbai,Beauty,2,3508.0,0,Debit Card,Delivered,7016.0
ORD-0391,2024-08-29,Pune,Grocery,5,2476.0,5,Debit Card,Delivered,11761.0
ORD-0392,2024-12-24,Gurugram,Grocery,4,3902.0,10,Debit Card,Delivered,14047.2
ORD-0393,2024-03-08,Hyderabad,Books,3,4139.0,15,Credit Card,Delivered,10554.45
ORD-0394,2024-08-09,Mumbai,Fashion,3,7266.0,15,Credit Card,Cancelled,18528.3
ORD-0395,2024-03-31,Delhi NCR,Home,2,4336.0,0,Credit Card,Returned,8672.0
ORD-0396,2024-09-06,Mumbai,Fashion,5,4876.0,5,Net Banking,Delivered,23161.0
ORD-0397,2024-03-24,Bangalore,Fashion,1,3676.0,20,Debit Card,Delivered,2940.8
ORD-0398,2024-05-13,Mumbai,Grocery,1,4131.0,5,Net Banking,Delivered,3924.45
ORD-0399,2024-03-03,Mumbai,Books,3,3196.0,10,Net Banking,Delivered,8629.2
ORD-0400,2024-10-02,Bangalore,Toys,5,5247.0,20,Debit Card,Delivered,20988.0
ORD-0401,2024-08-16,Bangalore,Grocery,3,6108.0,10,Net Banking,Delivered,16491.6
ORD-0402,2024-03-26,Pune,Grocery,4,5741.0,0,COD,Returned,22964.0
ORD-0403,2024-02-06,Bangalore,Electronics,5,5209.0,30,Debit Card,Delivered,18231.5
ORD-0404,2024-12-29,Mumbai,Beauty,3,2954.0,5,COD,Delivered,8418.9
ORD-0405,2024-10-27,Delhi NCR,Grocery,4,7062.0,5,COD,Delivered,26835.6
ORD-0406,2024-04-30,Pune,Fashion,2,7710.0,0,UPI,Delivered,15420.0
ORD-0407,2024-02-02,Delhi NCR,Home,2,3664.0,0,UPI,Delivered,7328.0
ORD-0408,2024-02-23,Mumbai,Beauty,4,4787.0,0,Credit Card,Delivered,19148.0
ORD-0409,2024-05-25,Delhi NCR,Beauty,4,2888.0,0,Credit Card,Delivered,11552.0
ORD-0410,2024-01-18,Pune,Grocery,5,7571.0,0,Debit Card,Delivered,37855.0
ORD-0411,2024-05-19,Hyderabad,Grocery,4,8779.0,15,Credit Card,Cancelled,29848.6
ORD-0412,2024-08-21,Pune,Toys,5,1717.0,15,Net Banking,Delivered,7297.25
ORD-0413,2024-06-07,Mumbai,Home,5,5812.0,15,Net Banking,Delivered,24701.0
ORD-0414,2024-07-30,Mumbai,Electronics,1,4060.0,5,Debit Card,Delivered,3857.0
ORD-0415,2024-03-10,Mumbai,Fashion,1,4781.0,30,COD,Delivered,3346.7
ORD-0416,2024-09-01,Mumbai,Electronics,1,6237.0,10,COD,Delivered,5613.3
ORD-0417,2024-10-07,Mumbai,Fashion,5,2196.0,0,COD,Delivered,10980.0
ORD-0418,2024-11-26,Mumbai,Grocery,4,3644.0,0,Credit Card,Delivered,14576.0
ORD-0419,2024-09-21,Gurugram,Beauty,1,3887.0,0,Debit Card,Delivered,3887.0
ORD-0420,2024-04-06,Bangalore,Fashion,5,7308.0,10,Credit Card,Delivered,32886.0
